Black,Hispanic,Female,Amount,MPHover,Age,OutTown,OutState,StatePol
0,0,0,115,14,47,1,0,0
0,0,0,50,10,46,1,1,0
0,0,1,125,15,23,1,0,0
0,0,0,75,19,40,1,0,0
0,0,1,175,20,46,1,0,0
0,0,0,NA,15,65,1,0,0
0,0,0,125,15,43,1,0,0
0,0,1,75,10,29,0,0,0
0,0,0,125,15,42,1,0,0
0,0,0,120,17,37,1,0,0
0,0,1,125,15,30,1,0,0
0,0,0,125,15,38,1,0,0
0,0,0,125,15,30,1,0,0
0,0,0,75,16,45,1,1,0
0,0,1,NA,10,36,0,0,0
0,0,0,110,16,30,1,0,0
0,0,0,75,10,48,1,0,0
0,0,0,125,15,36,1,0,0
0,1,0,125,15,25,1,0,0
0,0,0,NA,18,55,1,0,0
0,0,1,NA,24,33,0,0,0
0,0,1,NA,14,61,1,0,0
0,0,0,NA,13,57,1,0,0
0,0,1,NA,10,36,1,0,1
0,0,1,NA,10,45,1,0,1
0,0,1,NA,10,27,1,1,1
0,0,1,NA,12,49,1,0,0
0,0,0,NA,10,52,1,0,0
0,0,1,NA,13,59,1,0,0
0,1,0,NA,15,28,1,1,0
0,0,0,NA,12,51,1,0,0
0,0,0,125,15,47,1,0,0
0,0,1,NA,13,27,1,1,0
0,1,1,NA,15,36,1,0,0
0,0,1,NA,12,54,0,0,0
0,0,1,NA,12,53,1,0,0
0,0,1,NA,12,25,1,1,0
0,0,0,175,25,42,1,0,0
0,0,0,NA,6,36,1,0,0
0,0,0,NA,11,39,1,0,0
0,0,1,NA,10,41,1,0,1
0,0,0,325,35,20,1,0,0
0,0,0,NA,21,42,1,0,0
0,0,0,NA,14,36,1,0,0
0,0,0,NA,10,40,1,0,1
0,0,1,NA,17,21,1,1,0
0,0,0,NA,17,40,1,0,0
0,0,1,NA,16,39,1,0,0
0,0,0,NA,10,50,0,0,1
0,0,1,NA,17,40,1,1,0
0,0,0,NA,11,57,1,0,0
0,0,0,NA,12,26,1,0,0
0,0,1,NA,13,28,1,0,0
0,0,0,NA,14,25,1,0,0
0,0,1,NA,13,51,0,0,0
0,0,0,NA,12,49,1,0,0
0,0,1,75,10,53,1,0,0
0,0,1,NA,13,80,1,0,0
0,0,0,NA,14,38,1,0,0
0,0,0,NA,12,44,1,0,0
0,0,1,75,15,43,0,0,1
0,0,1,NA,10,33,1,0,1
0,0,1,NA,10,33,1,0,1
0,0,1,NA,11,47,0,0,0
0,0,1,NA,13,41,1,0,0
0,0,1,NA,12,46,1,0,0
0,0,1,NA,13,33,1,1,0
0,0,1,NA,17,31,1,0,0
0,0,1,NA,14,64,1,1,0
0,0,0,NA,10,50,1,0,1
0,0,0,NA,14,37,1,0,0
0,0,0,NA,13,24,1,0,0
0,0,0,NA,12,28,1,0,0
0,0,0,NA,10,62,0,0,1
0,0,0,NA,13,20,0,0,0
0,0,1,NA,10,52,1,0,0
0,0,1,NA,13,66,1,0,0
0,0,0,NA,9,46,1,0,1
0,0,0,NA,13,31,1,0,0
0,0,1,NA,12,70,1,0,0
0,0,1,NA,17,30,1,0,0
0,0,1,NA,7,47,1,0,0
0,0,0,105,13,41,1,0,1
0,0,0,NA,19,72,0,0,0
0,0,0,150,20,33,1,0,0
0,0,1,130,18,27,0,0,0
0,0,0,75,24,25,1,0,1
0,0,0,100,15,21,1,0,0
0,0,1,235,26,34,1,0,1
0,0,0,90,14,52,1,0,0
0,0,1,NA,16,38,1,0,0
0,0,0,75,10,39,1,0,1
0,0,0,NA,20,48,1,0,1
0,0,1,NA,25,61,1,0,1
0,0,0,215,24,31,1,0,0
0,0,1,75,10,41,0,0,0
0,0,1,NA,13,38,1,0,0
0,0,0,115,14,36,1,0,1
0,0,1,NA,18,55,1,0,0
0,0,0,100,26,19,1,0,0
0,0,1,100,15,17,1,0,0
0,0,0,125,15,36,1,0,0
0,0,0,NA,17,61,1,0,0
0,0,1,125,15,32,0,0,0
1,0,1,155,18,30,1,0,0
0,0,0,125,31,27,1,0,1
0,0,1,155,18,21,1,0,1
0,0,0,250,45,20,1,0,1
0,0,0,75,16,32,1,0,0
0,0,1,175,20,22,1,0,0
0,0,0,120,17,50,1,0,0
0,0,1,175,20,23,1,1,0
0,1,0,185,21,22,1,0,0
0,0,0,175,20,21,1,0,0
0,0,1,125,15,38,1,0,1
0,0,0,NA,9,34,0,0,0
1,0,1,NA,15,30,1,0,0
0,0,1,125,20,22,1,1,1
1,0,0,150,20,33,1,0,1
0,0,1,125,15,19,0,0,0
0,0,1,110,16,30,0,0,0
0,0,0,135,16,40,1,0,0
0,0,0,115,14,29,1,0,0
0,0,1,145,17,43,1,0,0
0,0,1,110,16,57,1,0,1
0,0,1,NA,15,30,0,0,0
0,0,0,75,17,52,1,1,0
0,0,1,NA,20,37,1,0,1
0,0,1,185,21,25,1,0,0
0,0,1,125,20,26,0,0,0
0,0,0,125,20,44,1,0,0
0,0,0,75,10,42,1,0,1
0,0,0,155,18,26,0,0,0
0,0,0,75,6,18,0,0,0
0,0,0,75,16,36,1,0,1
0,0,1,50,15,24,1,0,0
0,0,0,135,16,27,1,0,0
0,0,0,NA,16,42,1,0,0
0,0,1,130,18,27,1,0,0
0,0,1,NA,14,20,1,0,0
0,0,1,100,15,26,1,0,0
0,0,0,NA,13,28,1,1,0
0,0,0,NA,20,37,1,0,1
0,0,1,75,10,18,1,0,0
0,0,0,100,15,30,1,0,0
0,0,0,125,15,55,1,0,1
0,0,0,130,18,18,1,0,1
0,1,0,260,31,31,1,0,1
0,0,0,NA,10,19,1,0,1
0,0,1,NA,7,41,0,0,0
0,0,0,NA,15,37,1,0,0
0,0,0,50,10,21,1,0,0
0,0,1,125,15,55,0,0,0
0,0,0,50,30,25,1,0,0
0,0,0,50,17,39,1,0,0
0,0,0,100,20,34,1,0,0
0,0,0,50,19,49,1,0,0
0,0,0,NA,13,28,1,0,1
0,0,1,95,7,26,1,0,0
0,0,0,75,24,36,1,0,1
0,0,0,50,18,26,1,0,0
0,0,0,120,27,41,1,0,0
0,0,1,NA,15,18,0,0,0
0,0,0,50,12,38,0,0,0
0,0,0,100,20,31,1,0,0
0,0,0,NA,9,51,1,1,0
0,0,0,205,23,20,1,0,0
0,0,1,125,15,55,1,1,0
0,0,0,155,18,42,1,0,0
0,0,0,85,11,27,1,0,0
0,1,0,195,22,42,1,0,0
0,0,0,75,34,32,1,0,1
0,0,1,75,17,33,1,0,0
0,0,0,95,12,25,0,0,0
0,0,0,NA,10,54,1,0,1
0,0,1,195,22,26,1,0,0
0,0,0,110,16,44,0,0,0
0,0,0,110,16,39,1,0,1
0,0,0,75,23,24,1,0,0
0,0,1,145,17,31,1,1,0
0,0,0,125,15,41,1,0,0
0,0,0,140,19,20,1,0,0
0,1,1,80,13,25,1,0,0
0,1,0,75,13,26,1,0,0
0,0,0,100,15,23,0,0,0
0,0,1,NA,8,58,1,0,1
0,0,1,145,17,66,0,0,0
0,0,0,50,19,34,1,0,0
0,0,0,NA,20,42,1,0,1
0,0,1,NA,9,22,1,0,0
0,1,0,100,20,38,1,0,0
0,0,1,90,14,33,1,0,1
0,0,1,NA,12,23,0,0,0
0,0,0,75,19,23,1,1,0
0,0,0,90,14,44,1,0,1
0,0,0,150,20,23,1,0,0
0,0,0,NA,6,34,1,0,0
0,0,1,NA,16,27,1,0,0
0,0,0,135,16,47,0,0,0
0,1,0,195,22,26,1,0,0
0,0,0,NA,24,39,0,0,0
0,0,0,NA,17,41,1,0,1
0,0,0,70,13,61,1,0,0
0,0,0,NA,11,36,1,0,0
1,0,0,NA,14,34,1,0,0
0,0,0,200,25,44,0,0,0
0,0,0,110,16,27,1,0,1
0,0,0,50,10,73,0,0,0
0,0,1,NA,13,42,1,0,0
0,0,0,170,17,33,1,0,1
0,0,0,100,15,46,1,0,0
0,0,0,NA,15,20,0,0,0
0,0,0,50,19,44,1,0,0
0,0,0,125,15,78,1,1,0
0,0,0,90,14,17,0,0,0
0,0,0,70,17,44,1,0,0
0,0,0,145,17,45,1,0,1
0,0,0,75,17,43,1,0,0
0,0,1,75,16,30,1,0,1
0,0,0,150,20,36,1,1,0
0,0,0,NA,10,34,1,0,1
0,0,0,225,25,37,0,0,1
0,0,0,NA,11,49,0,0,0
0,0,0,NA,10,44,1,0,1
0,0,0,225,25,22,1,1,0
0,0,1,125,15,21,0,0,0
1,0,0,375,35,25,1,0,1
0,0,0,125,15,32,0,0,0
0,0,0,125,15,23,1,0,1
0,0,1,NA,13,48,0,0,0
0,0,1,95,12,27,1,0,0
0,0,0,135,16,22,1,0,1
0,0,0,75,17,22,1,0,0
0,0,0,NA,12,28,1,0,0
0,0,0,NA,13,48,1,0,0
1,0,0,75,25,40,1,0,1
0,0,0,NA,22,45,0,0,0
0,0,0,NA,8,33,1,0,1
0,0,0,NA,10,38,0,0,1
0,0,1,NA,5,51,0,0,0
0,0,0,NA,9,49,1,0,1
0,0,0,NA,17,23,1,0,1
0,0,1,115,14,21,1,0,0
0,0,0,75,10,53,1,0,1
0,0,1,125,15,21,1,0,1
0,0,0,75,15,26,1,0,0
0,0,0,NA,20,18,0,0,1
0,0,0,135,16,30,0,0,0
0,0,0,NA,11,58,0,0,0
0,0,0,115,14,69,1,1,1
0,0,0,130,18,32,1,1,0
0,0,1,165,19,17,1,0,0
0,0,0,NA,10,46,1,0,0
0,0,1,NA,10,50,1,0,0
0,0,1,100,32,30,1,1,1
0,0,0,105,13,42,1,1,1
0,0,0,135,16,22,0,0,0
0,0,0,NA,10,23,1,0,0
0,0,1,150,23,23,1,0,0
0,0,1,NA,17,35,1,0,0
0,0,1,50,10,38,1,0,1
1,0,0,50,12,26,1,0,0
0,0,0,NA,17,26,1,0,0
0,1,0,165,19,43,1,0,0
0,0,1,50,14,30,0,0,0
0,0,0,75,20,38,1,1,1
0,0,0,90,14,43,1,0,1
0,0,1,115,14,26,0,0,0
1,0,1,100,15,20,1,0,0
0,0,0,NA,21,20,0,0,0
0,0,0,60,12,24,1,1,0
0,0,0,85,11,25,1,0,0
0,0,0,150,20,46,0,0,0
0,0,0,115,15,24,1,0,0
0,0,1,95,12,20,0,0,0
1,0,0,100,22,26,1,0,1
0,0,0,200,30,32,1,0,1
0,0,0,75,25,28,0,0,1
0,0,1,105,13,20,1,1,0
0,0,0,75,20,24,1,0,0
0,0,0,145,17,24,1,1,0
0,0,0,NA,10,29,1,0,1
0,1,0,NA,11,22,1,0,0
0,0,1,110,16,43,1,0,0
0,0,0,125,15,19,0,0,0
0,0,0,165,19,19,0,0,0
0,0,1,NA,10,48,0,0,1
0,0,0,NA,13,57,1,0,0
0,0,0,NA,13,30,1,0,0
0,0,0,NA,8,18,1,0,1
0,0,0,165,19,32,1,0,1
0,0,0,NA,19,52,1,0,0
1,0,0,245,27,26,1,0,1
0,0,0,70,12,22,1,0,0
0,0,1,165,19,24,1,0,0
0,0,1,90,14,51,1,0,1
0,0,0,NA,17,46,1,0,0
1,0,0,125,15,22,0,0,0
0,0,1,155,18,42,1,0,0
0,0,0,NA,13,46,0,0,0
0,0,0,105,13,21,1,0,0
0,0,0,120,17,20,1,0,0
0,1,0,220,27,37,1,0,0
0,0,1,50,10,35,1,0,1
0,0,1,125,15,25,1,0,0
0,0,1,NA,8,40,1,0,0
0,0,1,175,20,39,1,0,1
0,0,0,75,10,27,1,0,1
0,0,0,115,14,49,1,0,0
0,0,0,NA,20,52,1,0,1
0,0,0,95,12,17,1,0,0
0,0,1,125,18,29,1,0,1
1,0,0,100,15,55,1,0,0
1,0,0,125,29,51,1,0,1
0,0,0,NA,15,48,1,0,1
0,0,0,NA,10,28,1,0,1
0,0,0,215,24,23,1,0,1
0,0,1,225,25,75,0,0,0
0,0,1,190,24,25,1,0,0
0,0,0,135,16,44,1,0,1
0,0,1,165,19,22,1,0,1
0,1,0,75,9,23,1,0,1
0,0,0,175,20,24,0,0,0
0,0,0,50,13,42,1,0,0
0,0,0,155,18,33,1,0,0
0,1,0,85,11,28,1,0,1
0,0,0,NA,15,52,1,0,0
1,0,1,75,19,26,1,0,1
0,0,0,NA,13,19,0,0,0
0,0,0,135,16,33,1,0,0
0,0,0,205,23,31,1,0,0
0,0,0,NA,11,18,0,0,0
0,0,1,95,12,47,0,0,0
0,0,0,50,10,28,1,1,0
0,0,1,70,12,48,1,0,0
0,0,1,100,27,37,1,0,0
0,0,0,50,15,26,0,0,0
0,0,0,75,30,32,1,0,1
0,0,1,185,21,54,0,0,0
0,0,1,75,10,28,1,0,1
0,0,0,175,30,20,0,0,0
0,0,0,95,12,39,0,0,0
0,0,1,155,18,40,1,0,0
0,0,1,NA,9,31,0,0,1
0,0,0,125,15,23,0,0,0
0,0,0,75,15,25,1,0,0
0,0,1,NA,14,34,1,0,0
0,0,1,50,20,34,1,1,1
0,0,0,NA,13,45,1,0,0
0,0,1,195,22,20,1,1,1
0,0,0,50,10,32,1,0,1
0,0,0,NA,8,25,1,0,0
0,0,1,125,15,18,1,0,0
0,0,0,95,12,55,1,0,0
0,0,0,NA,5,17,1,0,0
0,0,0,110,16,42,1,0,1
0,0,1,95,22,22,1,0,0
0,0,0,125,15,21,1,0,1
1,0,0,120,17,38,1,0,0
1,0,0,225,20,22,1,0,1
0,1,0,130,18,46,1,0,0
0,0,0,75,10,20,0,0,1
0,0,0,105,13,38,1,1,1
0,0,1,105,13,26,1,0,0
0,0,1,NA,11,54,1,0,0
0,0,0,100,30,38,1,0,1
0,0,0,50,18,37,1,0,0
0,1,0,NA,13,32,1,0,0
0,0,1,125,15,26,0,0,0
0,0,0,75,23,38,1,0,1
0,0,1,NA,18,26,1,0,0
0,0,0,NA,15,35,1,0,1
0,0,1,50,15,35,0,0,0
0,0,0,185,21,79,0,0,0
0,0,1,NA,17,26,1,0,0
0,0,0,75,20,17,1,0,0
0,0,1,125,15,18,1,0,0
0,0,0,90,14,27,1,0,0
0,0,1,NA,15,33,1,0,0
0,0,1,135,16,38,1,0,1
0,0,0,50,20,31,1,0,0
0,0,0,105,13,21,1,0,0
0,0,0,135,16,25,0,0,1
1,0,0,75,7,35,1,0,1
0,0,1,75,22,50,1,0,0
0,0,0,75,16,52,1,0,0
0,0,1,100,15,37,1,0,1
0,0,1,NA,5,47,0,0,0
0,0,1,110,16,24,1,0,1
0,1,0,110,16,30,0,0,0
0,0,0,NA,15,24,1,1,1
0,0,0,135,16,17,0,0,0
0,0,0,100,32,39,1,0,1
0,0,0,NA,17,46,0,0,1
0,0,1,195,22,32,0,0,0
0,1,0,NA,10,22,1,0,1
0,0,0,205,23,75,1,1,0
0,0,0,175,20,22,1,0,0
0,0,0,125,15,32,1,0,1
0,0,0,75,18,61,1,0,1
0,1,1,NA,17,26,1,0,0
0,0,0,105,13,25,1,0,0
1,0,0,NA,15,35,1,0,0
0,0,0,NA,16,38,0,0,0
0,0,0,135,16,26,1,1,1
0,0,0,NA,12,26,0,0,0
0,0,0,75,16,43,1,0,1
0,0,1,NA,12,22,1,0,0
0,0,0,125,15,35,1,1,1
0,0,0,50,15,21,1,0,0
0,0,0,50,10,43,1,0,1
0,0,0,100,15,31,1,0,0
0,0,1,NA,14,24,1,0,0
0,0,1,NA,21,40,1,0,0
0,0,1,NA,21,26,1,0,0
0,0,0,NA,10,18,0,0,0
0,0,1,NA,14,39,0,0,0
0,0,0,NA,14,43,1,0,0
0,0,0,NA,15,40,1,0,0
0,0,0,NA,10,25,1,0,0
0,1,0,NA,13,41,1,0,0
0,0,1,NA,13,19,1,0,0
0,0,0,NA,14,41,1,0,0
0,0,0,NA,20,19,1,0,0
0,0,1,NA,19,34,1,0,0
0,1,0,NA,19,21,1,1,0
0,0,1,NA,20,19,1,0,0
0,0,0,NA,10,35,1,0,0
0,0,0,NA,16,26,0,0,0
1,0,0,50,21,48,1,1,0
0,0,1,NA,12,25,1,0,0
0,0,1,NA,13,63,1,0,0
0,0,1,NA,10,33,1,0,0
0,0,1,NA,16,20,1,0,0
0,0,0,NA,11,40,0,0,0
0,0,1,NA,16,47,0,0,0
0,0,1,NA,17,43,1,1,0
0,0,0,NA,10,24,1,1,0
0,0,0,110,16,17,1,0,0
0,0,1,NA,20,43,1,0,0
0,0,0,NA,10,41,1,1,0
0,0,0,NA,15,39,1,0,0
0,0,0,NA,18,59,1,0,0
0,0,1,NA,17,20,1,0,0
0,0,1,50,10,41,1,0,0
0,0,1,NA,19,23,1,0,0
0,0,1,NA,10,42,1,0,0
0,0,0,NA,12,66,1,0,0
0,0,0,NA,15,37,0,0,0
0,0,0,NA,18,47,0,0,0
0,0,1,NA,12,39,1,1,0
0,0,0,NA,20,19,1,0,0
0,0,0,NA,16,32,1,0,0
0,0,0,NA,16,40,0,0,0
0,0,1,NA,14,45,1,0,0
0,0,0,NA,13,47,1,0,0
0,0,1,NA,17,39,1,0,0
0,0,0,NA,14,38,0,0,0
0,0,0,NA,10,29,1,0,0
0,0,0,NA,14,38,1,0,0
0,0,1,NA,16,17,1,0,0
0,0,1,NA,15,33,0,0,0
0,0,0,NA,10,19,1,0,0
0,0,1,NA,15,39,1,0,0
0,0,0,NA,10,18,0,0,0
0,0,1,NA,10,40,1,0,0
0,0,0,NA,12,59,1,0,0
0,0,0,NA,16,58,1,1,0
0,0,0,NA,18,45,0,0,0
0,0,0,NA,13,61,1,0,0
1,0,0,NA,17,34,1,0,0
0,0,1,NA,16,35,1,0,0
0,0,1,NA,15,60,1,1,0
0,0,0,NA,10,42,0,0,0
0,0,0,50,18,29,1,0,0
0,0,1,NA,12,17,1,0,0
0,0,0,100,35,18,1,0,0
0,0,0,NA,20,50,1,0,0
0,0,1,NA,10,20,1,0,0
0,0,0,NA,14,43,1,0,0
0,0,1,NA,12,21,1,0,0
0,0,0,NA,15,51,1,0,0
0,0,0,NA,21,32,1,0,0
0,0,1,NA,21,17,1,0,0
0,0,1,NA,14,39,1,0,0
0,0,0,NA,15,36,1,0,0
0,0,0,NA,18,19,1,0,0
0,0,0,NA,12,25,1,0,0
0,0,0,NA,20,44,1,0,0
0,0,0,NA,14,46,0,0,0
0,0,1,NA,16,23,1,0,0
0,0,0,NA,13,24,0,0,0
0,0,0,NA,18,30,1,0,0
0,0,0,50,13,40,1,0,0
0,0,0,NA,15,22,1,1,0
0,1,1,NA,20,38,1,0,0
0,0,0,NA,15,36,1,0,0
0,0,1,NA,10,36,1,0,0
0,0,1,50,10,48,1,0,0
0,0,0,NA,16,35,1,1,0
0,0,0,NA,20,39,1,0,0
0,0,0,NA,13,29,0,0,0
0,0,0,NA,14,45,1,0,0
0,0,1,NA,16,38,0,0,0
0,0,1,NA,13,35,0,0,0
0,0,0,NA,14,26,1,0,0
0,0,0,NA,15,54,0,0,0
0,0,0,NA,19,36,1,0,0
0,0,0,NA,15,44,1,0,0
0,0,1,NA,20,38,0,0,0
0,0,0,NA,17,58,1,0,0
0,0,0,NA,12,46,1,0,0
0,0,1,NA,15,19,1,0,0
0,0,1,NA,14,42,0,0,0
0,0,1,NA,16,52,0,0,0
0,0,0,NA,10,52,1,0,0
0,0,0,NA,17,39,1,0,0
0,0,1,NA,10,31,0,0,0
0,0,0,NA,20,55,0,0,0
0,0,0,50,10,34,1,0,0
0,0,1,NA,16,35,1,0,0
0,0,0,NA,11,30,1,0,0
0,0,1,50,10,29,1,0,0
0,0,1,NA,10,43,1,0,0
0,0,0,NA,12,53,1,0,0
0,0,1,NA,11,41,1,0,0
0,0,0,NA,8,21,1,0,0
0,0,1,NA,10,70,1,0,0
0,0,0,NA,10,43,0,0,0
0,0,0,NA,17,48,1,0,0
0,0,0,NA,15,17,0,0,0
0,0,1,NA,17,32,1,0,0
0,0,1,50,10,26,1,0,0
0,0,0,50,13,33,0,0,0
0,0,0,NA,15,62,1,0,0
0,0,0,NA,15,32,1,1,0
0,0,0,NA,15,49,0,0,0
0,1,0,NA,10,28,1,0,0
0,0,0,NA,13,24,1,0,0
0,0,0,NA,13,44,1,0,0
0,0,0,NA,17,35,1,0,0
0,0,0,NA,13,18,0,0,0
0,0,1,NA,13,34,1,0,0
0,0,1,NA,15,43,1,0,0
0,0,1,NA,14,32,1,0,0
0,0,0,NA,11,40,1,0,0
0,0,0,NA,14,36,1,0,0
0,0,1,NA,13,35,1,0,0
0,0,0,NA,14,31,1,0,0
0,0,1,NA,12,30,1,0,0
1,0,0,NA,14,22,1,0,0
0,0,1,NA,22,29,1,0,0
0,0,1,NA,14,43,0,0,0
0,0,0,NA,12,55,1,0,0
0,0,1,50,10,57,1,0,0
0,0,0,NA,15,40,0,0,0
0,0,0,NA,15,34,1,0,0
0,0,0,NA,17,42,1,0,0
0,0,0,NA,20,57,1,0,0
0,0,0,NA,13,54,1,0,0
0,0,1,NA,12,45,1,0,0
0,0,0,NA,14,18,0,0,0
0,1,0,50,10,27,1,1,0
0,0,0,NA,11,47,0,0,0
0,0,1,NA,21,39,1,0,0
0,0,1,NA,13,47,0,0,0
0,0,0,NA,17,41,1,0,0
0,0,1,NA,10,42,1,0,0
0,0,0,50,10,55,1,1,0
0,0,1,NA,13,44,1,0,0
0,0,0,50,10,23,1,0,0
0,0,0,NA,18,21,1,0,0
0,0,0,NA,24,22,1,0,0
0,0,0,NA,10,58,1,0,0
0,0,0,NA,17,22,1,0,0
0,0,1,NA,18,33,1,0,0
0,0,0,NA,19,51,0,0,0
0,0,0,NA,12,35,1,1,0
0,0,1,NA,10,47,1,0,0
0,0,0,NA,10,40,0,0,0
0,0,0,NA,12,55,1,0,0
0,0,0,NA,18,28,1,0,0
0,0,0,NA,13,20,1,0,0
0,0,1,NA,16,46,1,0,0
0,0,1,NA,21,35,1,1,0
0,0,0,NA,15,18,1,0,0
0,0,0,NA,19,53,0,0,0
0,0,1,NA,13,28,1,0,0
0,0,1,NA,12,37,1,0,0
0,0,0,NA,18,44,0,0,0
0,0,1,NA,10,37,1,0,0
0,0,1,NA,10,41,1,0,0
0,0,0,NA,19,36,0,0,0
0,0,0,50,10,31,1,0,0
0,0,0,150,24,35,1,0,0
0,0,0,NA,15,44,0,0,0
0,0,0,NA,16,54,1,0,0
0,0,0,NA,24,43,1,0,0
0,0,1,50,10,39,1,0,0
0,0,1,NA,10,31,0,0,0
0,1,1,NA,18,19,1,0,0
0,0,0,NA,10,41,1,0,0
0,1,0,50,18,31,1,1,0
0,0,0,NA,17,23,0,0,0
0,0,1,NA,12,32,0,0,0
0,0,0,NA,14,39,1,0,0
0,0,0,NA,12,59,1,0,0
0,0,0,NA,12,40,1,0,0
0,0,1,NA,15,25,1,1,0
0,0,1,NA,13,41,1,0,0
0,0,0,NA,14,41,0,0,0
0,0,0,NA,16,51,1,0,0
1,0,0,NA,15,59,1,1,0
0,0,1,NA,15,45,1,0,0
0,0,1,NA,19,49,1,1,0
0,0,0,NA,14,17,0,0,0
0,0,0,NA,12,40,1,0,0
0,1,0,NA,19,43,1,0,0
0,0,1,50,10,24,0,0,0
0,0,1,NA,15,18,1,0,0
0,0,0,NA,11,36,0,0,0
0,0,0,50,10,37,1,1,0
0,0,0,NA,19,34,0,0,0
0,0,0,120,17,18,0,0,0
0,0,0,NA,11,18,0,0,0
0,0,1,NA,10,50,1,0,0
0,0,0,NA,14,28,1,1,0
0,0,1,NA,18,45,1,0,0
0,0,1,NA,13,18,1,0,0
0,0,0,50,19,39,1,0,0
0,0,0,NA,12,29,1,0,0
0,0,1,NA,10,28,1,0,0
0,0,1,NA,19,35,1,0,0
0,0,0,NA,21,59,1,0,0
0,0,0,NA,14,45,0,0,0
0,0,0,NA,15,38,1,0,0
0,0,1,NA,10,32,1,0,0
0,0,1,NA,19,47,1,0,0
0,0,0,NA,12,66,0,0,0
0,0,0,NA,10,67,1,0,0
0,0,1,NA,12,55,1,0,0
0,0,1,NA,16,28,1,0,0
0,0,0,150,20,33,1,0,0
0,0,1,NA,14,54,0,0,0
0,0,0,NA,20,50,1,0,0
0,0,0,NA,13,72,1,0,0
0,0,0,NA,15,23,0,0,0
0,0,0,NA,20,34,1,0,0
0,0,0,NA,12,47,0,0,0
0,0,1,NA,12,25,1,0,0
0,0,1,NA,11,20,1,0,0
0,0,1,NA,15,34,1,1,0
0,0,0,NA,10,58,1,0,0
0,0,1,NA,10,30,1,0,0
0,0,0,NA,13,24,1,1,0
0,0,0,NA,14,26,1,0,0
0,0,1,NA,14,39,1,0,0
0,0,0,NA,19,33,1,0,0
0,0,0,NA,13,63,1,0,0
0,0,1,NA,16,37,1,0,0
0,0,0,NA,15,21,1,0,0
1,0,1,NA,13,38,0,0,0
0,0,0,NA,10,42,1,0,0
0,0,0,NA,10,37,1,1,0
0,0,0,NA,15,55,1,0,0
0,0,0,NA,16,31,1,0,0
0,0,1,NA,11,43,1,0,0
0,0,0,NA,18,59,1,0,0
0,0,0,NA,13,35,1,0,0
0,0,0,NA,12,34,1,0,0
0,0,0,NA,19,36,1,0,0
1,0,0,NA,15,44,1,1,0
0,0,0,NA,10,76,0,0,0
0,0,1,NA,15,45,1,0,0
0,0,1,NA,10,36,1,0,0
0,0,1,NA,14,34,0,0,0
0,0,1,NA,13,64,1,0,0
1,0,0,NA,14,40,1,0,0
0,0,1,NA,13,30,1,0,0
0,0,1,NA,10,39,1,0,0
0,0,0,NA,14,38,1,0,0
0,0,1,NA,19,56,1,0,0
0,0,0,50,15,24,1,0,0
0,0,1,NA,10,32,0,0,0
0,1,0,NA,16,24,1,1,0
0,0,0,NA,24,27,1,0,0
0,0,0,NA,10,35,1,0,0
0,0,0,100,15,24,1,0,0
0,0,0,75,26,29,1,0,0
0,0,0,NA,12,21,1,0,0
0,0,1,NA,12,47,1,0,0
0,0,1,NA,12,27,1,0,0
1,0,0,50,10,40,1,0,0
0,0,0,NA,13,19,0,0,0
0,0,1,NA,10,32,1,0,0
0,0,0,70,12,54,1,0,0
0,0,0,NA,12,50,0,0,0
0,0,1,NA,12,24,1,0,0
0,0,1,NA,13,21,1,0,0
0,0,0,NA,9,51,1,0,0
0,0,1,NA,10,23,1,0,0
0,0,0,NA,14,44,0,0,0
0,0,1,NA,15,46,1,0,0
0,0,1,NA,10,35,1,0,0
0,0,0,NA,13,40,1,0,0
0,0,1,NA,13,53,0,0,0
0,0,1,NA,13,42,1,0,0
0,0,0,NA,15,57,1,0,0
0,0,1,NA,13,29,1,0,0
0,0,0,NA,14,28,1,0,0
0,0,0,NA,11,46,1,1,0
0,0,1,NA,10,30,0,0,0
0,0,0,NA,14,45,1,0,0
0,0,1,NA,12,29,1,0,0
0,0,1,NA,15,18,1,0,0
0,0,0,NA,10,27,0,0,0
0,0,0,NA,15,46,1,0,0
0,0,1,NA,15,37,1,0,0
0,0,0,NA,17,22,1,0,0
0,0,1,NA,19,18,1,0,0
0,0,0,NA,10,31,1,0,0
0,0,0,NA,17,43,1,1,0
0,0,0,NA,24,24,0,0,0
0,0,1,NA,17,17,0,0,0
0,0,1,NA,13,51,1,0,0
0,0,1,NA,10,41,1,0,0
0,0,0,NA,14,31,1,0,0
0,0,0,75,24,19,1,1,0
0,0,0,NA,17,54,1,0,0
0,0,0,NA,15,49,0,0,0
0,0,1,NA,15,18,1,0,0
0,0,0,NA,10,24,1,0,0
0,0,0,NA,20,19,1,0,0
0,0,0,NA,15,39,1,0,0
0,0,0,NA,10,38,0,0,0
0,0,1,NA,11,20,1,0,0
0,0,1,NA,10,30,0,0,0
0,0,1,NA,10,44,1,0,0
0,0,0,NA,10,18,1,0,0
0,0,0,NA,17,33,1,0,0
0,0,0,NA,11,42,0,0,0
0,0,0,NA,10,29,1,0,0
0,0,1,NA,11,38,0,0,0
0,0,0,75,18,40,1,0,0
0,0,1,NA,12,31,1,0,0
0,0,0,NA,10,44,0,0,0
0,0,1,NA,10,37,1,0,0
0,0,0,125,15,23,1,0,0
0,0,0,100,15,28,1,0,0
0,0,1,NA,11,42,0,0,0
