title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short,genre,highrating,RatedR
Kiss the Sky,1999,107,6,5.6,263,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,0,0,0,1,0,Romance,No,R_rated
"Kiss, The",2004,25,0.006,5.8,5,44.5,0,0,0,0,0,0,24.5,24.5,24.5,PG-13,0,0,0,0,0,0,1,Short,No,Not_R_rated
Kissing Jessica Stein,2001,97,1,7,4236,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
"Knight's Tale, A",2001,132,41,6.5,15006,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Knock Off,1998,91,35,3.8,1947,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Kundun,1997,128,28,7.1,4306,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Kung Pow: Enter the Fist,2002,82,10,5.1,5871,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
"Ladykillers, The",2004,104,35,6.4,10580,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Lake Placid,1999,82,27,5.2,7836,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,1,0,0,0,0,Action,No,R_rated
Lana's Rain,2002,107,0.215,7.1,56,4.5,4.5,4.5,14.5,4.5,4.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Lara Croft Tomb Raider: The Cradle of Life,2003,117,90,5.2,9103,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Lara Croft: Tomb Raider,2001,100,80,5.2,21861,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Lashou shentan,1992,131,4.5,7.9,6568,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
"Last Castle, The",2001,131,60,6.4,7233,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Last Man Standing,1996,101,67,5.7,6751,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Last Orders,2001,109,12,7.1,1583,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Last Patrol, The",2000,95,8.2,2.9,236,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG-13,1,0,0,1,0,0,0,Action,No,Not_R_rated
"Last Picture Show, The",1971,118,1.3,8,5340,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Last Resort, The",1997,86,5,5,62,4.5,4.5,4.5,4.5,45.5,4.5,4.5,4.5,4.5,14.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
"Last Samurai, The",2003,154,100,7.9,31668,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
"Last Time I Committed Suicide, The",1997,92,4,5.3,530,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Latter Days,2003,107,0.85,7.3,1396,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Lawn Dogs,1997,101,8,7.5,1856,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Laws of Attraction,2004,90,28,5.7,2349,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
"League of Extraordinary Gentlemen, The",2003,110,78,5.4,15647,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
"Learning Curve, The",2001,113,1,5.2,177,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Leaving Las Vegas,1995,111,4,7.5,18027,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Legally Blonde,2001,96,18,6.4,17572,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
"Legally Blonde 2: Red, White & Blonde",2003,95,45,4.4,6293,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Legend of Bagger Vance, The",2000,126,60,6.4,7123,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
"Leggenda del pianista sull'oceano, La",1998,120,9,7.6,3599,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Legion of the Dead,2001,92,2.7,3.4,374,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Legionnaire,1998,98,35,4.5,1773,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Lemony Snicket's A Series of Unfortunate Events,2004,108,125,6.7,8402,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
"Lengua asesina, La",1996,98,4,4,244,24.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Lethal Weapon 4,1998,127,140,6.3,17758,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0,Action,Yes,R_rated
Levity,2003,100,7.5,6.4,1459,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Liar Liar,1997,86,45,6.5,22969,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Liberty Stands Still,2002,92,11,5.6,1560,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Life,1999,108,75,5.8,4857,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
"Life Aquatic with Steve Zissou, The",2004,118,25,7.3,9170,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Life Less Ordinary, A",1997,103,12,6.4,8209,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Life as a House,2001,127,18,7.5,7696,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Life of David Gale, The",2003,130,50,7.1,10580,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Light It Up,1999,99,13,5.7,856,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Like Mike,2002,99,30,4.9,1484,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Lilo & Stitch,2002,86,80,7.3,10944,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,1,1,1,0,0,0,Animation,Yes,Not_R_rated
Limbo,1999,126,8.3,7.1,2063,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Limey, The",1999,89,9,7.2,7732,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Little Black Book,2004,111,35,4.7,1894,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Little Nicky,2000,90,80,4.9,9485,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Little Secrets,2001,97,2.5,6.9,457,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"Little Vampire, The",2000,91,22,5.6,601,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Living Out Loud,1998,103,12,6.5,1774,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
"Lizzie McGuire Movie, The",2003,94,17,5,2541,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Lolita,1997,137,58,6.8,5757,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Lone Star,1996,135,5,7.7,8518,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Long Kiss Goodnight, The",1996,120,65,6.5,12516,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Looney Tunes: Back in Action,2003,91,80,6.1,2559,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,1,1,1,0,0,0,0,Action,Yes,Not_R_rated
"Lord of the Rings: The Fellowship of the Ring, The",2001,208,93,8.8,157608,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
"Lord of the Rings: The Return of the King, The",2003,251,94,9,103631,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,64.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
"Lord of the Rings: The Two Towers, The",2002,223,94,8.8,114797,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
Loser,2000,92,20,5.1,5152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Losing Isaiah,1995,111,17,6.1,794,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Loss of Sexual Innocence, The",1999,106,4,5.3,977,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Lost Highway,1997,135,15,7.3,15936,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Lost World: Jurassic Park, The",1997,129,73,5.5,28055,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Lost in Space,1998,130,80,4.7,15209,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Lost in Translation,2003,102,4,8,42450,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Lot Like Love, A",2005,107,30,4.6,786,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Love & Basketball,2000,124,15,6.7,2093,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
"Love Letter, The",1999,88,15,5.2,1258,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Love Liza,2002,90,1,6.6,1588,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Love Object,2003,88,1,6.3,427,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Love Stinks,1999,94,4,5.3,1311,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Love Story,1970,99,2.2,6.2,2844,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Love and Other Catastrophes,1996,78,0.25,6.5,783,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
Love's Labour's Lost,2000,93,13,5.9,1254,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Lovely & Amazing,2001,91,0.25,6.9,1813,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Lover Girl,1997,87,1,5.3,102,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
Lucky 13,2004,95,1.2,5.7,151,14.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,14.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
Lucky Break,2001,108,6,6.3,707,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Lucky Numbers,2000,105,65,5,2396,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Luminarias,2000,100,1,2.7,381,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
"Lunes al sol, Los",2002,113,4,7.8,1466,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
MASH,1970,112,3.5,7.8,14829,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Mad City,1997,115,50,6,3965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Made,2001,94,5,6.5,4487,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Madonna: Truth or Dare,1991,114,4.5,5.5,2660,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,0,1,0,0,Documentary,No,R_rated
Magnolia,1999,188,37,8,45992,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Maid in Manhattan,2002,105,55,4.6,12237,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
"Majestic, The",2001,156,72,6.7,8649,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Malibu's Most Wanted,2003,86,16,4.9,2099,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Mallrats,1995,94,6.1,7.1,22837,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Man Apart, A",2003,110,36,5.4,4231,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,No,R_rated
"Man Who Wasn't There, The",2001,118,20,7.7,17028,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Man from Elysian Fields, The",2001,106,6.5,6.8,1198,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Man in the Iron Mask, The",1998,132,35,6,11127,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
Man of the House,2005,97,40,5.2,511,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Man on Fire,2004,146,70,7.4,14358,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Man on the Moon,1999,118,52,7.3,19826,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Man-Thing,2005,96,30,3.8,163,14.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Manny & Lo,1996,88,0.5,6.9,395,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Maquinista, El",2004,102,5,7.7,4322,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Marci X,2003,80,20,2.8,741,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Marilyn's Man,2004,92,0.825,7.6,24,24.5,0,4.5,4.5,0,0,0,0,0,74.5,PG,0,0,0,0,1,0,0,Documentary,Yes,Not_R_rated
Mars Attacks!,1996,106,70,6.1,27363,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Martin Lawrence Live: Runteldat,2002,113,3,4.6,504,24.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,1,0,0,Comedy,No,R_rated
Marvin's Room,1996,98,23,6.5,4005,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
Mary Reilly,1996,108,47,5.5,2806,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
"Mask of Zorro, The",1998,136,65,6.8,18220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,1,0,0,1,0,Action,Yes,Not_R_rated
Master and Commander: The Far Side of the World,2003,138,150,7.5,21328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
"Master of Disguise, The",2002,80,16,2.9,3903,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Matilda,1996,102,36,6.5,4351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
"Matrix Reloaded, The",2003,138,127,7.1,57225,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
"Matrix Revolutions, The",2003,125,110,6.3,40058,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
"Matrix, The",1999,136,63,8.5,143853,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Max Keeble's Big Move,2001,86,12,5.3,587,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
May,2002,93,1.7,6.8,3324,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Mayerling,1968,140,5,5.6,154,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1,0,Drama,No,Not_R_rated
McHale's Navy,1997,108,42,3.7,1758,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Me, Myself & Irene",2000,116,51,6,21305,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Mean Creek,2004,89,0.5,7.3,2094,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Mean Girls,2004,97,17,7,11591,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
"Medallion, The",2003,88,41,4.5,2765,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Meet Joe Black,1998,178,90,6.6,16796,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Meet the Deedles,1998,93,24,3.4,443,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Meet the Fockers,2004,115,80,6.5,11950,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Meet the Parents,2000,108,55,7,30804,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Memento,2000,113,5,8.7,90317,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Men in Black,1997,98,90,6.8,53231,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Men in Black II,2002,88,140,5.6,21580,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Men of Honor,2000,129,32,6.6,9684,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Men of War,1994,99,12,4.6,397,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Men with Brooms,2002,102,7.5,5.9,1096,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,1,0,1,0,Comedy,No,R_rated
Menace II Society,1993,97,3.5,7.3,4704,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
"Merchant of Venice, The",2004,138,30,7.3,1400,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Mercury Rising,1998,108,60,5.6,8202,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,1,0,0,1,0,0,0,Action,No,R_rated
Mercy Streets,2000,106,0.6,4.6,149,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,PG-13,1,0,0,1,0,0,0,Action,No,Not_R_rated
Message in a Bottle,1999,126,30,5.4,5582,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1,0,Drama,No,Not_R_rated
Metoroporisu,2001,107,14.5,7.3,3380,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,1,0,1,0,1,0,Action,Yes,Not_R_rated
Metro,1997,117,55,5.2,3560,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,1,0,1,1,0,0,0,Action,No,R_rated
"Mexican, The",2001,123,38,6,13935,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
Michael Moore Hates America,2004,125,0.2,4.2,629,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,R,0,0,0,0,1,0,0,Documentary,No,R_rated
Mickey,2004,90,6,5.4,52,4.5,4.5,0,0,4.5,14.5,14.5,24.5,14.5,14.5,PG,0,0,0,1,0,0,0,Drama,No,Not_R_rated
Mickey Blue Eyes,1999,102,40,5.8,7247,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Midnight in the Garden of Good and Evil,1997,155,30,6.4,8517,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Mighty Aphrodite,1995,95,15,7,7083,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
