state,year,fips,vmt,fatalityrate,sb_useage,speed65,speed70,drinkage21,ba08,income,age,primary,secondary
VT,1985,50,4688,0.0245307,0.181,0,0,0,0,12800,34.40294,0,0
VT,1986,50,4778,0.0228129,0.218,0,0,1,0,13675,34.53195,0,0
VT,1987,50,5039,0.0236158,,1,0,1,0,14750,34.66226,0,0
VT,1988,50,5553,0.0232307,0.302,1,0,1,0,15948,34.79412,0,0
VT,1989,50,5765,0.0201214,0.358,1,0,1,0,17215,34.91524,0,0
VT,1990,50,5838,0.0154162,0.393,1,0,1,1,17677,35.02246,0,0
VT,1991,50,5870,0.0187394,0.415,1,0,1,1,17899,35.13504,0,0
VT,1992,50,6019,0.0159495,0.466,1,0,1,1,18883,35.37164,0,0
VT,1993,50,5976,0.018407,0.538,1,0,1,1,19392,35.59477,0,0
VT,1994,50,6152,0.0125163,0.676,1,0,1,1,20196,35.81754,0,1
VT,1995,50,6206,0.0170802,0.672,1,0,1,1,21246,36.10446,0,1
VT,1996,50,6377,0.0137996,0.69,1,0,1,1,22179,36.43805,0,1
VT,1997,50,6466,0.0148469,0.709,1,0,1,1,23017,36.76796,0,1
WA,1983,53,36144,0.0193116,,0,0,1,0,12925,34.06854,0,0
WA,1984,53,34248,0.0217823,,0,0,1,0,13745,34.26583,0,0
WA,1985,53,34375,0.0216436,,0,0,1,0,14432,34.38945,0,0
WA,1986,53,35993,0.0195316,0.36,0,0,1,0,15243,34.54888,0,0
WA,1987,53,38520,0.0202492,0.515,1,0,1,0,15939,34.68306,0,1
WA,1988,53,41813,0.0186067,0.53,1,0,1,0,16884,34.78147,0,1
WA,1989,53,43233,0.0180649,0.55,1,0,1,0,18211,34.85495,0,1
WA,1990,53,44695,0.0184584,0.55,1,0,1,0,19605,34.81504,0,1
WA,1991,53,46449,0.0146828,0.675,1,0,1,0,20401,34.92194,0,1
WA,1992,53,49386,0.0131819,0.675,1,0,1,0,21436,35.03585,0,1
WA,1993,53,46135,0.0143275,0.71,1,0,1,0,22024,35.18124,0,1
WA,1994,53,47428,0.0134941,0.765,1,0,1,0,22687,35.32675,0,1
WA,1995,53,49250,0.0132589,0.8,1,1,1,0,23677,35.48203,0,1
WA,1996,53,49405,0.0144115,0.84,1,1,1,0,24958,35.6177,0,1
WA,1997,53,51044,0.0132043,0.82,1,1,1,0,26451,35.70707,0,1
WI,1983,55,34106,0.0212573,,0,0,0,0,11796,34.60905,0,0
WI,1984,55,35367,0.023242,,0,0,0,0,12941,34.76298,0,0
WI,1985,55,36679,0.0202841,,0,0,0,0,13586,34.90692,0,0
WI,1986,55,38428,0.019439,,0,0,1,0,14285,35.03377,0,0
WI,1987,55,40196,0.0198278,0.263,1,0,1,0,15017,35.18515,0,0
WI,1988,55,42458,0.019007,0.559,1,0,1,0,15806,35.30464,0,1
WI,1989,55,43086,0.0189621,,1,0,1,0,16827,35.39264,0,1
WI,1990,55,44277,0.0173679,0.52,1,0,1,0,17692,35.45774,0,1
WI,1991,55,45458,0.0175327,0.58,1,0,1,0,18237,35.54237,0,1
WI,1992,55,47628,0.0136894,0.59,1,0,1,0,19331,35.68454,0,1
WI,1993,55,49167,0.0145219,0.64,1,0,1,0,20009,35.83948,0,1
WI,1994,55,50273,0.0141627,0.64,1,0,1,0,21012,35.94729,0,1
WI,1995,55,51396,0.0144953,0.64,1,0,1,0,21960,36.11486,0,1
WI,1996,55,52782,0.0144178,0.61,1,0,1,0,22987,36.27374,0,1
WI,1997,55,54404,0.0133262,0.62,1,0,1,0,24048,36.37247,0,1
WV,1983,54,11696,0.0363372,,0,0,0,0,9417,35.21595,0,0
WV,1984,54,12671,0.0345671,,0,0,0,0,10158,35.4892,0,0
WV,1985,54,12664,0.0331649,,0,0,0,0,10643,35.80872,0,0
WV,1986,54,13181,0.0333814,,0,0,1,0,11169,36.0938,0,0
WV,1987,54,13742,0.0342745,,1,0,1,0,11632,36.43615,0,0
WV,1988,54,13884,0.0331317,,1,0,1,0,12399,36.76451,0,0
WV,1989,54,14940,0.0313253,,1,0,1,0,13149,37.09121,0,0
WV,1990,54,15418,0.0311973,0.43,1,0,1,0,14176,37.28148,0,0
WV,1991,54,16026,0.025833,0.43,1,0,1,0,14815,37.37655,0,0
WV,1992,54,16478,0.0254885,0.33,1,0,1,0,15679,37.53059,0,0
WV,1993,54,16778,0.0255692,0.55,1,0,1,0,16306,37.67301,0,1
WV,1994,54,17112,0.0208041,0.58,1,0,1,0,16948,37.83152,0,1
WV,1995,54,17421,0.0216405,0.58,1,0,1,0,17441,37.97182,0,1
WV,1996,54,17693,0.0196688,0.58,1,0,1,0,18116,38.20922,0,1
WV,1997,54,18324,0.0207924,0.58,1,0,1,0,18724,38.43575,0,1
WY,1983,56,5059,0.0341965,,0,0,0,0,12352,31.14064,0,0
WY,1984,56,5127,0.0306222,,0,0,0,0,12983,31.43332,0,0
WY,1985,56,5401,0.0281429,,0,0,0,0,13669,31.74665,0,0
WY,1986,56,5373,0.0312674,,0,0,0,0,13455,32.00455,0,0
WY,1987,56,5349,0.0241167,,1,0,0,0,13582,32.39462,0,0
WY,1988,56,5658,0.0273948,,1,0,1,0,14317,32.88244,0,0
WY,1989,56,5750,0.022087,,1,0,1,0,15535,33.30503,0,1
WY,1990,56,5833,0.0214298,0.26,1,0,1,0,17174,33.54692,0,1
WY,1991,56,5998,0.0203401,0.66,1,0,1,0,18348,33.71206,0,1
WY,1992,56,6217,0.0189802,0.66,1,0,1,0,18704,33.96467,0,1
WY,1993,56,6770,0.0177253,0.67,1,0,1,0,19535,34.21438,0,1
WY,1994,56,6689,0.0215279,0.7,1,0,1,0,19865,34.45578,0,1
WY,1995,56,7044,0.024134,0.71,1,1,1,0,20685,34.76661,0,1
WY,1996,56,7360,0.0194293,0.72,1,1,1,0,21524,35.07435,0,1
WY,1997,56,7576,0.0180834,0.75,1,1,1,0,22596,35.38646,0,1
